sample_id,r1,r2
N35_1_3,/bulkpool/sequence_data/mss_data/N35_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N35_1_3_R2.fastq.gz
N35_1_4,/bulkpool/sequence_data/mss_data/N35_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N35_1_4_R2.fastq.gz
N35_2_2,/bulkpool/sequence_data/mss_data/N35_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N35_2_2_R2.fastq.gz
N35_2_3,/bulkpool/sequence_data/mss_data/N35_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N35_2_3_R2.fastq.gz
N36_1_2,/bulkpool/sequence_data/mss_data/N36_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N36_1_2_R2.fastq.gz
N36_1_3,/bulkpool/sequence_data/mss_data/N36_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N36_1_3_R2.fastq.gz
N36_1_4,/bulkpool/sequence_data/mss_data/N36_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N36_1_4_R2.fastq.gz
N36_2_2,/bulkpool/sequence_data/mss_data/N36_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N36_2_2_R2.fastq.gz
N36_2_3,/bulkpool/sequence_data/mss_data/N36_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N36_2_3_R2.fastq.gz
N37_1_2,/bulkpool/sequence_data/mss_data/N37_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N37_1_2_R2.fastq.gz
N37_1_3,/bulkpool/sequence_data/mss_data/N37_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N37_1_3_R2.fastq.gz
N38_1_2,/bulkpool/sequence_data/mss_data/N38_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N38_1_2_R2.fastq.gz
N38_1_3,/bulkpool/sequence_data/mss_data/N38_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N38_1_3_R2.fastq.gz
N38_1_4,/bulkpool/sequence_data/mss_data/N38_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N38_1_4_R2.fastq.gz
N38_2_2,/bulkpool/sequence_data/mss_data/N38_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N38_2_2_R2.fastq.gz
N38_2_3,/bulkpool/sequence_data/mss_data/N38_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N38_2_3_R2.fastq.gz
N38_2_4,/bulkpool/sequence_data/mss_data/N38_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N38_2_4_R2.fastq.gz
N39_1_2,/bulkpool/sequence_data/mss_data/N39_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N39_1_2_R2.fastq.gz
N39_1_3,/bulkpool/sequence_data/mss_data/N39_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N39_1_3_R2.fastq.gz
N39_1_4,/bulkpool/sequence_data/mss_data/N39_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N39_1_4_R2.fastq.gz
N39_2_2,/bulkpool/sequence_data/mss_data/N39_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N39_2_2_R2.fastq.gz
N39_2_3,/bulkpool/sequence_data/mss_data/N39_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N39_2_3_R2.fastq.gz
N39_2_4,/bulkpool/sequence_data/mss_data/N39_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N39_2_4_R2.fastq.gz
N40_1_2,/bulkpool/sequence_data/mss_data/N40_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N40_1_2_R2.fastq.gz
N40_1_3,/bulkpool/sequence_data/mss_data/N40_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N40_1_3_R2.fastq.gz
N40_1_4,/bulkpool/sequence_data/mss_data/N40_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N40_1_4_R2.fastq.gz
N40_2_2,/bulkpool/sequence_data/mss_data/N40_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N40_2_2_R2.fastq.gz
N40_2_3,/bulkpool/sequence_data/mss_data/N40_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N40_2_3_R2.fastq.gz
N41_1_2,/bulkpool/sequence_data/mss_data/N41_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N41_1_2_R2.fastq.gz
N41_1_3,/bulkpool/sequence_data/mss_data/N41_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N41_1_3_R2.fastq.gz
N41_1_4,/bulkpool/sequence_data/mss_data/N41_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N41_1_4_R2.fastq.gz
N41_2_2,/bulkpool/sequence_data/mss_data/N41_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N41_2_2_R2.fastq.gz
N41_2_3,/bulkpool/sequence_data/mss_data/N41_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N41_2_3_R2.fastq.gz
N42_1_2,/bulkpool/sequence_data/mss_data/N42_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N42_1_2_R2.fastq.gz
N42_1_4,/bulkpool/sequence_data/mss_data/N42_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N42_1_4_R2.fastq.gz
N42_2_2,/bulkpool/sequence_data/mss_data/N42_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N42_2_2_R2.fastq.gz
N42_2_3,/bulkpool/sequence_data/mss_data/N42_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N42_2_3_R2.fastq.gz
N43_1_2,/bulkpool/sequence_data/mss_data/N43_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N43_1_2_R2.fastq.gz
N43_1_3,/bulkpool/sequence_data/mss_data/N43_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N43_1_3_R2.fastq.gz
N43_2_2,/bulkpool/sequence_data/mss_data/N43_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N43_2_2_R2.fastq.gz
N43_2_3,/bulkpool/sequence_data/mss_data/N43_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N43_2_3_R2.fastq.gz
N44_1_2,/bulkpool/sequence_data/mss_data/N44_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N44_1_2_R2.fastq.gz
N44_1_3,/bulkpool/sequence_data/mss_data/N44_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N44_1_3_R2.fastq.gz
N44_2_2,/bulkpool/sequence_data/mss_data/N44_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N44_2_2_R2.fastq.gz
N44_2_3,/bulkpool/sequence_data/mss_data/N44_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N44_2_3_R2.fastq.gz
N45_1_2,/bulkpool/sequence_data/mss_data/N45_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N45_1_2_R2.fastq.gz
N45_1_3,/bulkpool/sequence_data/mss_data/N45_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N45_1_3_R2.fastq.gz
N45_1_4,/bulkpool/sequence_data/mss_data/N45_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N45_1_4_R2.fastq.gz
N45_2_2,/bulkpool/sequence_data/mss_data/N45_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N45_2_2_R2.fastq.gz
N45_2_3,/bulkpool/sequence_data/mss_data/N45_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N45_2_3_R2.fastq.gz
N46_1_2,/bulkpool/sequence_data/mss_data/N46_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N46_1_2_R2.fastq.gz
N46_1_3,/bulkpool/sequence_data/mss_data/N46_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N46_1_3_R2.fastq.gz
N46_2_2,/bulkpool/sequence_data/mss_data/N46_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N46_2_2_R2.fastq.gz
N46_2_3,/bulkpool/sequence_data/mss_data/N46_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N46_2_3_R2.fastq.gz
N46_2_4,/bulkpool/sequence_data/mss_data/N46_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N46_2_4_R2.fastq.gz
N47_1_2,/bulkpool/sequence_data/mss_data/N47_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N47_1_2_R2.fastq.gz
N47_1_3,/bulkpool/sequence_data/mss_data/N47_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N47_1_3_R2.fastq.gz
N47_2_2,/bulkpool/sequence_data/mss_data/N47_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N47_2_2_R2.fastq.gz
N47_2_3,/bulkpool/sequence_data/mss_data/N47_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N47_2_3_R2.fastq.gz
N47_2_4,/bulkpool/sequence_data/mss_data/N47_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N47_2_4_R2.fastq.gz
N48_1_2,/bulkpool/sequence_data/mss_data/N48_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N48_1_2_R2.fastq.gz
N48_1_3,/bulkpool/sequence_data/mss_data/N48_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N48_1_3_R2.fastq.gz
N48_2_2,/bulkpool/sequence_data/mss_data/N48_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N48_2_2_R2.fastq.gz
N48_2_3,/bulkpool/sequence_data/mss_data/N48_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N48_2_3_R2.fastq.gz
N48_2_4,/bulkpool/sequence_data/mss_data/N48_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N48_2_4_R2.fastq.gz
N49_1_2,/bulkpool/sequence_data/mss_data/N49_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N49_1_2_R2.fastq.gz
N49_1_3,/bulkpool/sequence_data/mss_data/N49_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N49_1_3_R2.fastq.gz
N49_1_4,/bulkpool/sequence_data/mss_data/N49_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N49_1_4_R2.fastq.gz
N49_2_2,/bulkpool/sequence_data/mss_data/N49_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N49_2_2_R2.fastq.gz
N49_2_3,/bulkpool/sequence_data/mss_data/N49_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N49_2_3_R2.fastq.gz
N49_2_4,/bulkpool/sequence_data/mss_data/N49_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N49_2_4_R2.fastq.gz
N50_1_2,/bulkpool/sequence_data/mss_data/N50_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N50_1_2_R2.fastq.gz
N50_1_3,/bulkpool/sequence_data/mss_data/N50_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N50_1_3_R2.fastq.gz
N50_2_2,/bulkpool/sequence_data/mss_data/N50_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N50_2_2_R2.fastq.gz
N50_2_3,/bulkpool/sequence_data/mss_data/N50_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N50_2_3_R2.fastq.gz
N50_2_4,/bulkpool/sequence_data/mss_data/N50_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N50_2_4_R2.fastq.gz
N51_1_2,/bulkpool/sequence_data/mss_data/N51_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N51_1_2_R2.fastq.gz
N51_1_3,/bulkpool/sequence_data/mss_data/N51_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N51_1_3_R2.fastq.gz
N51_1_4,/bulkpool/sequence_data/mss_data/N51_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N51_1_4_R2.fastq.gz
N51_2_2,/bulkpool/sequence_data/mss_data/N51_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N51_2_2_R2.fastq.gz
N51_2_3,/bulkpool/sequence_data/mss_data/N51_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N51_2_3_R2.fastq.gz
N51_2_4,/bulkpool/sequence_data/mss_data/N51_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N51_2_4_R2.fastq.gz
N52_1_2,/bulkpool/sequence_data/mss_data/N52_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N52_1_2_R2.fastq.gz
N52_1_3,/bulkpool/sequence_data/mss_data/N52_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N52_1_3_R2.fastq.gz
N52_1_4,/bulkpool/sequence_data/mss_data/N52_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N52_1_4_R2.fastq.gz
N52_2_2,/bulkpool/sequence_data/mss_data/N52_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N52_2_2_R2.fastq.gz
N52_2_3,/bulkpool/sequence_data/mss_data/N52_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N52_2_3_R2.fastq.gz
N52_2_4,/bulkpool/sequence_data/mss_data/N52_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N52_2_4_R2.fastq.gz
N53_1_2,/bulkpool/sequence_data/mss_data/N53_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N53_1_2_R2.fastq.gz
N53_1_3,/bulkpool/sequence_data/mss_data/N53_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N53_1_3_R2.fastq.gz
N53_1_4,/bulkpool/sequence_data/mss_data/N53_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N53_1_4_R2.fastq.gz
N53_2_2,/bulkpool/sequence_data/mss_data/N53_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N53_2_2_R2.fastq.gz
N53_2_3,/bulkpool/sequence_data/mss_data/N53_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N53_2_3_R2.fastq.gz
N53_2_4,/bulkpool/sequence_data/mss_data/N53_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N53_2_4_R2.fastq.gz
N54_1_2,/bulkpool/sequence_data/mss_data/N54_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N54_1_2_R2.fastq.gz
N54_1_3,/bulkpool/sequence_data/mss_data/N54_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N54_1_3_R2.fastq.gz
N54_1_4,/bulkpool/sequence_data/mss_data/N54_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N54_1_4_R2.fastq.gz
N54_2_2,/bulkpool/sequence_data/mss_data/N54_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N54_2_2_R2.fastq.gz
N54_2_3,/bulkpool/sequence_data/mss_data/N54_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N54_2_3_R2.fastq.gz
N54_2_4,/bulkpool/sequence_data/mss_data/N54_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N54_2_4_R2.fastq.gz
N55_1_2,/bulkpool/sequence_data/mss_data/N55_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N55_1_2_R2.fastq.gz
N55_1_3,/bulkpool/sequence_data/mss_data/N55_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N55_1_3_R2.fastq.gz
N55_1_4,/bulkpool/sequence_data/mss_data/N55_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N55_1_4_R2.fastq.gz
N55_2_2,/bulkpool/sequence_data/mss_data/N55_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N55_2_2_R2.fastq.gz
N55_2_3,/bulkpool/sequence_data/mss_data/N55_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N55_2_3_R2.fastq.gz
N55_2_4,/bulkpool/sequence_data/mss_data/N55_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N55_2_4_R2.fastq.gz
N56_1_2,/bulkpool/sequence_data/mss_data/N56_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N56_1_2_R2.fastq.gz
N56_1_3,/bulkpool/sequence_data/mss_data/N56_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N56_1_3_R2.fastq.gz
N56_1_4,/bulkpool/sequence_data/mss_data/N56_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N56_1_4_R2.fastq.gz
N57_1_2,/bulkpool/sequence_data/mss_data/N57_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N57_1_2_R2.fastq.gz
N57_1_3,/bulkpool/sequence_data/mss_data/N57_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N57_1_3_R2.fastq.gz
N57_1_4,/bulkpool/sequence_data/mss_data/N57_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N57_1_4_R2.fastq.gz
N57_2_2,/bulkpool/sequence_data/mss_data/N57_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N57_2_2_R2.fastq.gz
N57_2_3,/bulkpool/sequence_data/mss_data/N57_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N57_2_3_R2.fastq.gz
N57_2_4,/bulkpool/sequence_data/mss_data/N57_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N57_2_4_R2.fastq.gz
N58_1_2,/bulkpool/sequence_data/mss_data/N58_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N58_1_2_R2.fastq.gz
N58_1_3,/bulkpool/sequence_data/mss_data/N58_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N58_1_3_R2.fastq.gz
N58_1_4,/bulkpool/sequence_data/mss_data/N58_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N58_1_4_R2.fastq.gz
N58_2_2,/bulkpool/sequence_data/mss_data/N58_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N58_2_2_R2.fastq.gz
N58_2_3,/bulkpool/sequence_data/mss_data/N58_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N58_2_3_R2.fastq.gz
N58_2_4,/bulkpool/sequence_data/mss_data/N58_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N58_2_4_R2.fastq.gz
N59_1_2,/bulkpool/sequence_data/mss_data/N59_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N59_1_2_R2.fastq.gz
N59_1_3,/bulkpool/sequence_data/mss_data/N59_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N59_1_3_R2.fastq.gz
N59_1_4,/bulkpool/sequence_data/mss_data/N59_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N59_1_4_R2.fastq.gz
N60_1_2,/bulkpool/sequence_data/mss_data/N60_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N60_1_2_R2.fastq.gz
N60_1_3,/bulkpool/sequence_data/mss_data/N60_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N60_1_3_R2.fastq.gz
N60_1_4,/bulkpool/sequence_data/mss_data/N60_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N60_1_4_R2.fastq.gz
N60_2_2,/bulkpool/sequence_data/mss_data/N60_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N60_2_2_R2.fastq.gz
N60_2_3,/bulkpool/sequence_data/mss_data/N60_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N60_2_3_R2.fastq.gz
N60_2_4,/bulkpool/sequence_data/mss_data/N60_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N60_2_4_R2.fastq.gz
N61_1_2,/bulkpool/sequence_data/mss_data/N61_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N61_1_2_R2.fastq.gz
N61_1_3,/bulkpool/sequence_data/mss_data/N61_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N61_1_3_R2.fastq.gz
N61_1_4,/bulkpool/sequence_data/mss_data/N61_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N61_1_4_R2.fastq.gz
N61_2_2,/bulkpool/sequence_data/mss_data/N61_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N61_2_2_R2.fastq.gz
N61_2_3,/bulkpool/sequence_data/mss_data/N61_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N61_2_3_R2.fastq.gz
N61_2_4,/bulkpool/sequence_data/mss_data/N61_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N61_2_4_R2.fastq.gz
N62_1_2,/bulkpool/sequence_data/mss_data/N62_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N62_1_2_R2.fastq.gz
N62_1_3,/bulkpool/sequence_data/mss_data/N62_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N62_1_3_R2.fastq.gz
N62_1_4,/bulkpool/sequence_data/mss_data/N62_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N62_1_4_R2.fastq.gz
N62_2_2,/bulkpool/sequence_data/mss_data/N62_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N62_2_2_R2.fastq.gz
N62_2_3,/bulkpool/sequence_data/mss_data/N62_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N62_2_3_R2.fastq.gz
N62_2_4,/bulkpool/sequence_data/mss_data/N62_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N62_2_4_R2.fastq.gz
N63_1_2,/bulkpool/sequence_data/mss_data/N63_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N63_1_2_R2.fastq.gz
N63_1_3,/bulkpool/sequence_data/mss_data/N63_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N63_1_3_R2.fastq.gz
N63_1_4,/bulkpool/sequence_data/mss_data/N63_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N63_1_4_R2.fastq.gz
N63_2_2,/bulkpool/sequence_data/mss_data/N63_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N63_2_2_R2.fastq.gz
N63_2_3,/bulkpool/sequence_data/mss_data/N63_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N63_2_3_R2.fastq.gz
N63_2_4,/bulkpool/sequence_data/mss_data/N63_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N63_2_4_R2.fastq.gz
N64_1_2,/bulkpool/sequence_data/mss_data/N64_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N64_1_2_R2.fastq.gz
N64_1_3,/bulkpool/sequence_data/mss_data/N64_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N64_1_3_R2.fastq.gz
N64_1_4,/bulkpool/sequence_data/mss_data/N64_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N64_1_4_R2.fastq.gz
N64_2_2,/bulkpool/sequence_data/mss_data/N64_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N64_2_2_R2.fastq.gz
N64_2_3,/bulkpool/sequence_data/mss_data/N64_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N64_2_3_R2.fastq.gz
N64_2_4,/bulkpool/sequence_data/mss_data/N64_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N64_2_4_R2.fastq.gz
N65_1_2,/bulkpool/sequence_data/mss_data/N65_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N65_1_2_R2.fastq.gz
N65_1_3,/bulkpool/sequence_data/mss_data/N65_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N65_1_3_R2.fastq.gz
N65_1_4,/bulkpool/sequence_data/mss_data/N65_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N65_1_4_R2.fastq.gz
N65_2_2,/bulkpool/sequence_data/mss_data/N65_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N65_2_2_R2.fastq.gz
N65_2_3,/bulkpool/sequence_data/mss_data/N65_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N65_2_3_R2.fastq.gz
N65_2_4,/bulkpool/sequence_data/mss_data/N65_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N65_2_4_R2.fastq.gz
N66_1_2,/bulkpool/sequence_data/mss_data/N66_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N66_1_2_R2.fastq.gz
N66_1_3,/bulkpool/sequence_data/mss_data/N66_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N66_1_3_R2.fastq.gz
N66_1_4,/bulkpool/sequence_data/mss_data/N66_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N66_1_4_R2.fastq.gz
N66_2_2,/bulkpool/sequence_data/mss_data/N66_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N66_2_2_R2.fastq.gz
N66_2_3,/bulkpool/sequence_data/mss_data/N66_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N66_2_3_R2.fastq.gz
N66_2_4,/bulkpool/sequence_data/mss_data/N66_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N66_2_4_R2.fastq.gz
N67_1_2,/bulkpool/sequence_data/mss_data/N67_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N67_1_2_R2.fastq.gz
N67_1_3,/bulkpool/sequence_data/mss_data/N67_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N67_1_3_R2.fastq.gz
N67_1_4,/bulkpool/sequence_data/mss_data/N67_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N67_1_4_R2.fastq.gz
N67_2_2,/bulkpool/sequence_data/mss_data/N67_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N67_2_2_R2.fastq.gz
N67_2_3,/bulkpool/sequence_data/mss_data/N67_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N67_2_3_R2.fastq.gz
N67_2_4,/bulkpool/sequence_data/mss_data/N67_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N67_2_4_R2.fastq.gz
N68_1_2,/bulkpool/sequence_data/mss_data/N68_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N68_1_2_R2.fastq.gz
N68_1_3,/bulkpool/sequence_data/mss_data/N68_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N68_1_3_R2.fastq.gz
N68_1_4,/bulkpool/sequence_data/mss_data/N68_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N68_1_4_R2.fastq.gz
N68_2_2,/bulkpool/sequence_data/mss_data/N68_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N68_2_2_R2.fastq.gz
N68_2_3,/bulkpool/sequence_data/mss_data/N68_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N68_2_3_R2.fastq.gz
N68_2_4,/bulkpool/sequence_data/mss_data/N68_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/N68_2_4_R2.fastq.gz
ZJH_N01_1_2,/bulkpool/sequence_data/mss_data/ZJH_N1_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N1_1_2_R2.fastq.gz
ZJH_N01_1_3,/bulkpool/sequence_data/mss_data/ZJH_N1_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N1_1_3_R2.fastq.gz
ZJH_N01_1_4,/bulkpool/sequence_data/mss_data/ZJH_N1_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N1_1_4_R2.fastq.gz
